Name,Keph level,Facility type,Owner,Regulatory_body,Beds,Cots,County,Constituency,Sub_county,Ward,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night
Likoni District Hospital,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,14,0,MOMBASA,LIKONI,likoni,LIKONI,Yes,No,Yes,No
Sagana Sub-District Hospital,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,8,1,KIRINYAGA,NDIA,kirinyaga west,KARITI,Yes,No,Yes,No
Korondille Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR NORTH,wajir north,KORONDILE,Yes,No,Yes,No
Esiarambatsi Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,0,VIHIGA,EMUHAYA,emuhaya,CENTRAL BUNYORE,Yes,No,Yes,No
Isoge Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,3,0,NYAMIRA,BORABU,borabu,ESISE,Yes,No,Yes,No
Naari Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,7,0,MERU,BUURI,buuri,KIIRUA/NAARI,Yes,No,No,No
Maina & Mwangi Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,NYANDARUA,OLJOROOK,oljoroorok,WERU,No,No,No,No
Kepchomo Tea Dispensary,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Kenya MPDB - Private Practice,0,0,"NANDI","NANDI HILLS",nandi east,CHEPKUNYUK,Yes,No,Yes,No
Nyang'oma Sub county Hospital,Level 3,Secondary care hospitals,Ministry of Health,Ministry of Health,2,0,KISUMU,MUHORONI,muhoroni,MASOGO/NYANG'OMA,Yes,No,Yes,No
Nairobi West Chidren Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,"NAIROBI",LANGATA,langata,"NAIROBI WEST",No,No,Yes,No
Kebirigo Mission Health Centre,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,29,0,NYAMIRA,BORABU,borabu,KIABONYORU,No,No,No,No
Matongo Health Centre,Level 3,Basic primary health care facility,Christian Health Association of Kenya,Kenya MPDB - Institution,8,0,NYAMIRA,NORTH MUGIRANGO,nyamira north,MAGWAGWA,No,No,No,No
Nyamaiya Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,0,NYAMIRA,WEST MUGIRANGO,nyamira,NYAMAIYA,No,No,No,No
Nguni Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,2,KITUI,MWINGI CENTRAL,mwingi central,NGUNI,Yes,No,Yes,No
Wamagana Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,3,0,NYERI,TETU,tetu,WAMAGANA,No,No,No,No
Ratta Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,8,0,KISUMU,SEME,seme,NORTH SEME,No,No,No,No
Karimba Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Kenya MPDB - Institution,0,0,THARAKA-NITHI,MAARA,maara,MITHERU,No,No,No,No
Masyungwa Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,6,2,KITUI,MWINGI NORTH,mwingi north,TSEIKURU,No,No,No,No
Kibugu Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,2,EMBU,MANYATTA,manyatta,NGINDA,Yes,No,Yes,No
Bora Bora Clinic,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,HOMA BAY,NDHIWA,ndhiwa,KANYAMWA KOSEWE,No,No,No,No
Kangemi Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Other,20,0,"NAIROBI",WESTLANDS,westlands,MOUNTAIN VIEW,No,No,No,No
Garrison Health Centre,Level 3,Basic primary health care facility,Armed Forces,Other,0,0,"NAIROBI",EMBAKASI EAST,embakasi east,EMBAKASI,No,Yes,Yes,No
Wanjerere Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KANGEMA,mathioya,RWATHIA,No,No,No,No
Rageng'ni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,SIAYA,RARIEDA,rarieda,NORTH UYOMA,No,No,No,No
Gacharageini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,MATHIOYA,mathioya,KIRU,No,No,No,No
Kairungu Dispensary (Mwingi),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI WEST,mwingi west,KIOMO/KYETHANI,No,No,No,No
Ouya Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,SIAYA,BONDO,bondo,SOUTH SAKWA,No,No,No,No
Diani Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,"NAIROBI",KAMUKUNJI,kamukunji,AIRBASE,No,No,No,No
Matumaini Dispensary,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Ministry of Health,0,0,"NAKURU",MOLO,molo,TURI,No,No,No,No
Ngamba Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,MURANG'A,MATHIOYA,mathioya,GITUGI,No,No,No,No
Good Samaritan Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,"NAIROBI",ROYSAMBU,roysambu,ROYSAMBU,No,No,No,No
Gertrudes Othaya Road Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,"NAIROBI",DAGORETTI NORTH,dagoretti north,KILIMANI,No,No,No,No
Round About Medical Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,"NAIROBI",ROYSAMBU,roysambu,GITHURAI,No,No,No,No
Isibania Mission Health Centre,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,18,5,MIGORI,KURIA WEST,kuria west sub county,ISIBANIA,Yes,No,Yes,No
St Kizito Health Centre,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,15,3,MIGORI,KURIA WEST,kuria west sub county,BUKIRA EAST,No,No,No,No
Kianyaga Catholic Health Centre,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Institution,12,0,KIRINYAGA,GICHUGU,kirinyaga east,NJUKIINE,Yes,No,Yes,No
Kabiro Medical Clinic,Level 3,Basic primary health care facility,Non-Governmental Organizations,Other,5,0,"NAIROBI",DAGORETTI SOUTH,dagoretti south,KAWANGWARE,Yes,No,Yes,No
Witu Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,10,0,LAMU,LAMU WEST,lamu west,WITU,Yes,No,Yes,No
Chepterit Mission Health Centre,Level 3,Basic primary health care facility,Kenya Episcopal Conference-Catholic Secretariat,Ministry of Health,30,2,"NANDI",CHESUMEI,chesumei,KOSIRAI,Yes,No,Yes,No
St Ursula Dispensary,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Kenya MPDB - Institution,0,0,TRANS NZOIA,KIMININI,kiminini,HOSPITAL,No,No,No,No
Omboga Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KARACHUONYO,karachuonyo,KANYALUO,No,No,No,No
Ngangani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,KITUI,KITUI RURAL,kitui rural,MBITINI,No,No,No,No
Dr Muasya Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,"NAIROBI",STAREHE,starehe,"NAIROBI CENTRAL",No,No,No,No
Kalisasi Health Centre,Level 3,Primary health  care services,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,No,No,No,No
Kalanga Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,NGUNI,No,No,No,No
Sun-Shine Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,"NAKURU",BAHATI,nakuru north,BAHATI,No,No,No,No
Baricho Dispensary (Malindi),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,MAGARINI,magarini,GARASHI,No,No,No,No
Nyambari Geke Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,NYAMIRA,KITUTU MASABA,manga,MAGOMBO,No,No,No,No
Ikobe Health Centre(Manga),Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,1,0,NYAMIRA,KITUTU MASABA,manga,MANGA,No,No,No,No
King'orani Prison Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MOMBASA,MVITA,mvita,MAJENGO,No,No,No,No
Ng'ombeni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,MATUGA,matuga,WAA,No,No,No,No
Mansa Nomadic Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,TARBAJ,tarbaj,ELBEN,Yes,No,Yes,No
Mwananyamala (CDF) Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,LUNGA LUNGA,lunga lunga,DZOMBO,No,No,No,No
Nziu Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,1,0,MAKUENI,MAKUENI,makueni,WOTE,No,No,No,No
Chugu Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,NORTH IMENTI,imenti north,NYAKI WEST,No,No,No,No
Subuku Dispensary (Nyandarua North),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYANDARUA,NDARAGWA,ndaragwa,SHAMATA,No,No,No,No
Karandini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,MAGUMONI,No,No,No,No
Neissuit Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,"NAKURU",NJORO,njoro,NESSUIT,No,No,No,No
Mkwiro Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,LUNGA LUNGA,lunga lunga,PONGWE/KIKOKENI,No,No,No,No
Madunguni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,MALINDI,malindi,KAKUYUNI,No,No,No,No
Kinarani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,KALOLENI,kaloleni,MWANAMWINGA,No,No,No,No
Sacred Heart Dispensary,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Kenya MPDB - Institution,0,0,KIAMBU,KIAMBAA,kiambaa,MUCHATHA,No,No,No,No
Kiseuni Dispensary (Kitui),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI CENTRAL,kitui rural,KANYANGI,No,No,No,No
Yatwa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KITUI,MWINGI CENTRAL,mwingi central,NUU,No,No,No,No
Kipngchoch Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,"NAKURU",BAHATI,nakuru north,KIAMAINA,No,No,No,No
Gichiche Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,EMBU,RUNYENJES,runyenjes,CENTRAL  WARD,No,No,No,No
Alinjugur Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,GARISSA,FAFI,fafi,JARAJILA,No,No,Yes,No
Kamenjo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,mt elgon,ELGON,No,No,No,No
Canaan (ACK) Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,"NAKURU","NAIVASHA",naivasha,MAI MAHIU,No,No,No,No
Bosiango Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,0,NYAMIRA,WEST MUGIRANGO,nyamira,BOGICHORA,Yes,No,Yes,No
Kathangacini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,THARAKA-NITHI,THARAKA,tharaka north,GATUNGA,No,No,No,No
Bware Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,5,0,MIGORI,URIRI,urir sub county,SOUTH KANYAMKAGO,No,No,No,No
Ribe Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,RABAI,rabai,KAMBE/RIBE,No,No,No,No
Gobei  Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,2,0,SIAYA,BONDO,bondo,NORTH SAKWA,Yes,No,Yes,No
Mtwapa Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KILIFI,KILIFI SOUTH,kilifi south,SHIMO LA TEWA,No,No,No,No
Silibwet Health Centre (Nyandaruawest),Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,1,NYANDARUA,OLJOROOK,oljoroorok,GATHANJI,Yes,No,Yes,No
Shimo La Tewa Annex Dispensary (GK Prison),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MOMBASA,KISAUNI,kisauni,SHANZU,Yes,No,Yes,No
Argane Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR SOUTH,wajir south,IBRAHIM URE,No,No,No,No
Kakeani Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,7,0,KITUI,KITUI WEST,kitui west,MUTONGONI,No,No,No,No
Njoki Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,MUKURWEINI,mukurweini,MUKURWE-INI WEST,No,No,No,No
Ndemi Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,0,NYANDARUA,KIPIPIRI,kipipiri,WANJOHI,No,No,No,No
Ihuririo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,Nyeri South,nyeri south,IRIA-INI,No,No,No,No
Sango Rota Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KISUMU,NYAKACH,nyakach,WEST NYAKACH,No,No,No,No
Divine Mercy Eldoro (Catholic) Dispensary,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Kenya MPDB - Institution,0,0,TAITA TAVETA,TAVETA,taveta,MBOGHONI,No,No,No,No
Bar Ndege Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,4,0,SIAYA,UGENYA,ugenya,EAST UGENYA,No,No,No,No
Hope Medical Clinic (Nakuru),Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,"NAKURU",BAHATI,nakuru north,KIAMAINA,No,No,No,No
Emaroro Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAJIADO,KAJIADO EAST,kajiado east,IMARORO,No,No,No,No
Githunguri Medical Plaza Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,GITHUNGURI,githunguri,GITHUNGURI,No,No,No,No
Ikombe Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,MACHAKOS,YATTA,yatta,IKOMBE,No,No,No,No
Watuka Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYERI,KIENI,kieni west,GATARAKWA,No,No,No,No
Makararangwe Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MIGORI,KURIA EAST,kuria east sub county,NTIMARU WEST,No,No,No,No
Chemuswo Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,"NANDI",CHESUMEI,chesumei,KAPTEL/KAMOIYWO,No,No,No,No
Wasini Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,LUNGA LUNGA,lunga lunga,PONGWE/KIKOKENI,No,No,No,No
Kigoro Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,GATANGA,gatanga,KARIARA,No,No,No,No
Shangia Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,KALOLENI,kaloleni,MARIAKANI,No,No,No,No
Oldorko Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAJIADO,KAJIADO WEST,kajiado west,MAGADI,No,No,No,No
God Jope Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,0,MIGORI,SUNA EAST,suna east sub county,GOD JOPE,Yes,No,Yes,No
Alimaow Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,5,0,WAJIR,WAJIR EAST,wajir east,TOWNSHIP,Yes,No,Yes,No
Moi Airport Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MOMBASA,CHANGAMWE,changamwe,PORT REITZ,Yes,No,Yes,No
Mulundi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI CENTRAL,kitui central,KYANGWITHYA EAST,No,No,No,No
Esitsaba Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,VIHIGA,LUANDA,luanda,EMABUNGO,No,No,No,No
Mansa Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,25,0,WAJIR,TARBAJ,tarbaj,SARMAN,Yes,No,Yes,No
Kombeni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,RABAI,rabai,MWAWESA,No,No,No,No
Kipsigak Dispensary (Nandi),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,"NANDI",EMGWEN,emgwen,KILIBWONI,Yes,No,No,No
Township Dispensary (Kitui),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI CENTRAL,kitui central,TOWNSHIP,No,No,No,No
Sabuli Nomadic Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR SOUTH,wajir south,BENANE,No,No,No,No
Kikesa Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,10,0,MACHAKOS,YATTA,yatta,IKOMBE,No,No,No,No
Kari Health Clinic,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,KIKUYU,kikuyu,SIGONA,No,No,No,No
Lwandanyi Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,SIRISIA,sirisia,LWANDANYI,No,No,No,No
Gsu Field Dispensary (Kajiado),Level 2,Dispensaries and clinic-out patient only,Public Institution,Other,0,0,KAJIADO,KAJIADO WEST,kajiado west,ILOODOKILANI,No,No,No,No
Mukangu Health Centre,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,NDIA,kirinyaga west,KARITI,No,No,No,No
Nacoharg Medical Centre,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,"NAKURU","NAIVASHA",naivasha,HELLSGATE,No,No,No,No
Kabete Approved School Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,"NAIROBI",WESTLANDS,westlands,KITISURU,No,No,No,No
Rwathia Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KANGEMA,mathioya,RWATHIA,No,No,No,No
Dagamra Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KILIFI,MAGARINI,magarini,GARASHI,No,No,No,No
Banisa Sub County Hospital,Level 4,Secondary care hospitals,Ministry of Health,Ministry of Health,3,0,MANDERA,BANISSA,banissa,BANISSA,Yes,No,Yes,No
Silaloni Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KWALE,KINANGO,kinango,CHENGONI/SAMBURU,No,No,No,No
GK Prison Dispensary (Gathigiriri ),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,6,0,KIRINYAGA,MWEA,kirinyaga south,TEBERE,No,No,No,No
